Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDB04,313,OUT010
FDR49,1471,OUT027
FDS39,2400,OUT018
FDW58,1086,OUT045
FDG22,-33,OUT019
FDG31,911,OUT017
NCV53,5950,OUT027
DRJ37,2896,OUT035
FDV07,1817,OUT035
FDW52,2440,OUT018
FDT15,2800,OUT045
FDD02,1268,OUT018
FDM16,1670,OUT035
NCE55,2681,OUT046
FDB57,3485,OUT018
FDQ04,843,OUT013
FDQ47,-79,OUT019
FDY14,603,OUT019
DRK37,4596,OUT017
FDO25,3642,OUT017
FDL57,4322,OUT046
NCK29,1658,OUT018
FDK46,5925,OUT027
NCB43,617,OUT010
DRE01,5923,OUT027
FDC46,2749,OUT018
FDQ23,1521,OUT045
FDX38,792,OUT049
FDG60,3489,OUT018
FDW55,4149,OUT017
FDP39,851,OUT013
FDB20,1585,OUT018
FDV21,1809,OUT017
FDZ02,1615,OUT013
FDP19,2951,OUT027
FDA38,3454,OUT035
FDH22,1503,OUT045
DRM11,3620,OUT045
FDO12,4328,OUT027
FDT14,1619,OUT049
FDW34,599,OUT010
FDG04,4427,OUT027
FDW59,1446,OUT018
FDR33,1567,OUT018
FDP32,1577,OUT013
FDL13,6298,OUT027
FDD22,1704,OUT013
FDV40,2672,OUT027
NCD55,800,OUT046
FDQ20,-79,OUT010
FDD28,592,OUT045
FDC39,3541,OUT045
NCR17,1746,OUT049
DRO35,1511,OUT018
FDF40,3815,OUT049
FDR31,2430,OUT018
NCQ41,2768,OUT017
FDP38,632,OUT046
NCU54,5777,OUT027
FDG22,692,OUT018
DRK59,3548,OUT013
FDC37,1584,OUT046
NCO42,2105,OUT013
NCT42,2165,OUT017
FDX27,1515,OUT035
FDV40,1258,OUT018
FDT45,1514,OUT027
FDS47,311,OUT019
FDR45,4676,OUT035
FDB03,3751,OUT045
FDO49,1052,OUT035
FDU60,4509,OUT027
FDB26,504,OUT018
FDB46,3959,OUT017
FDQ37,801,OUT019
FDN03,4071,OUT017
NCX30,4132,OUT045
FDK32,432,OUT019
DRM47,3028,OUT013
NCO02,377,OUT046
FDP04,737,OUT013
NCO43,1866,OUT049
FDD59,1441,OUT013
FDQ10,2926,OUT017
FDW45,2825,OUT035
NCK30,4029,OUT049
FDU31,3439,OUT018
NCQ17,335,OUT019
FDN01,2377,OUT017
FDZ19,2718,OUT049
DRG37,2768,OUT017
FDE32,611,OUT045
FDO34,3019,OUT049
FDM04,-140,OUT019
FDZ25,2885,OUT049
FDU08,1928,OUT049
NCW30,3393,OUT045
NCM18,832,OUT013
FDS22,1017,OUT035
NCH18,3848,OUT017
FDC23,2867,OUT013
FDY46,2424,OUT013
NCU06,3861,OUT046
FDX57,1559,OUT045
FDX36,5933,OUT027
FDL16,647,OUT045
FDT16,741,OUT010
FDN16,1345,OUT018
FDC03,2836,OUT046
DRF60,4104,OUT013
FDS27,4561,OUT027
FDP33,521,OUT010
FDJ36,1189,OUT018
NCR42,416,OUT013
FDV14,1820,OUT017
NCP42,2775,OUT035
FDB50,2732,OUT027
NCC30,4524,OUT027
FDA23,1451,OUT018
FDW16,1529,OUT017
FDQ52,1256,OUT010
FDB58,2744,OUT049
NCP29,872,OUT049
NCM05,3941,OUT045
FDO25,3912,OUT013
NCM54,1906,OUT046
NCL54,2814,OUT046
FDL39,487,OUT010
FDF53,2826,OUT018
NCQ42,1710,OUT035
FDF58,862,OUT013
FDZ04,900,OUT035
FDE26,411,OUT019
FDS60,2277,OUT017
FDV58,2234,OUT017
FDM04,588,OUT045
FDE08,2726,OUT035
NCB43,3108,OUT049
FDU11,192,OUT010
FDF22,631,OUT019
FDE24,2854,OUT013
DRJ49,1784,OUT046
NCQ53,4541,OUT035
NCL41,819,OUT013
FDR22,1667,OUT013
FDH04,1794,OUT035
DRH15,639,OUT045
FDY40,727,OUT049
NCI17,1925,OUT035
NCC18,2579,OUT013
FDY28,6009,OUT027
FDB45,2951,OUT027
NCL30,1575,OUT018
FDM10,3661,OUT017
FDH22,2853,OUT027
NCZ53,2671,OUT017
NCI18,3256,OUT013
FDH14,4518,OUT027
FDR36,1485,OUT027
FDW01,2557,OUT045
FDK02,2732,OUT027
FDJ02,2302,OUT018
FDU55,4134,OUT013
NCV18,2821,OUT027
FDH14,2317,OUT018
FDZ37,1725,OUT045
FDX49,4134,OUT049
NCD43,1667,OUT046
FDZ07,1108,OUT013
FDK43,1778,OUT035
FDR32,3251,OUT018
FDT39,2692,OUT013
NCV54,1815,OUT017
FDF38,224,OUT018
FDV60,3061,OUT046
FDH44,4736,OUT027
FDS21,599,OUT046
NCL41,729,OUT045
FDM46,1523,OUT017
FDU27,692,OUT045
NCJ54,4048,OUT017
DRG51,2559,OUT018
NCA29,451,OUT019
FDR47,2797,OUT045
NCL19,4401,OUT027
DRG01,1800,OUT049
FDG10,1042,OUT046
NCV05,2548,OUT049
NCH18,609,OUT019
FDV14,1548,OUT018
DRJ23,2685,OUT035
DRJ11,2912,OUT046
FDZ03,2912,OUT017
FDI27,107,OUT010
FDJ14,1493,OUT018
FDU32,1726,OUT017
FDD47,4820,OUT027
DRF36,2806,OUT035
FDM21,3538,OUT046
FDV10,638,OUT018
FDH60,2679,OUT018
FDX47,267,OUT010
FDT19,432,OUT019
FDO11,4888,OUT045
FDH24,4328,OUT027
FDL02,1530,OUT018
FDB02,2797,OUT049
FDA43,2564,OUT046
FDG52,650,OUT045
DRC12,2571,OUT013
FDY37,2493,OUT018
NCU18,2914,OUT045
FDU09,924,OUT035
DRJ25,1478,OUT027
DRE12,1552,OUT018
DRL47,1874,OUT017
DRK01,1563,OUT046
FDC22,504,OUT019
FDG44,1008,OUT013
FDW04,1562,OUT035
FDK09,3705,OUT049
NCN43,1779,OUT035
FDG04,2796,OUT049
FDH32,314,OUT010
DRI47,2985,OUT017
DRE15,1714,OUT013
FDY11,874,OUT035
FDO60,851,OUT049
FDQ20,548,OUT018
FDO57,4531,OUT027
FDT14,265,OUT019
FDA57,920,OUT049
DRN35,916,OUT017
FDJ03,761,OUT046
FDX28,1573,OUT017
DRE25,1562,OUT045
FDR09,3308,OUT046
FDB23,4100,OUT035
FDO08,2680,OUT045
FDQ23,1671,OUT049
FDW04,1433,OUT013
DRK13,497,OUT010
NCL17,4338,OUT027
FDY21,3353,OUT035
FDJ38,4518,OUT027
FDA37,260,OUT019
FDV43,787,OUT013
FDL36,1643,OUT046
FDD53,607,OUT045
FDZ19,415,OUT010
FDV21,1665,OUT045
NCL54,2548,OUT018
DRI47,4457,OUT027
DRG03,2693,OUT049
FDG21,3070,OUT013
FDW03,1691,OUT018
NCI55,1646,OUT046
DRC36,403,OUT019
FDH22,1610,OUT017
FDV20,1727,OUT045
NCU41,4338,OUT027
FDN46,2852,OUT027
FDK50,2723,OUT045
NCA05,4338,OUT027
DRH01,2499,OUT018
FDT08,2522,OUT018
FDM08,3395,OUT018
FDZ07,940,OUT035
FDS22,979,OUT017
FDV35,4667,OUT027
FDI28,46,OUT010
FDW58,2853,OUT027
FDT52,3861,OUT045
FDY34,2636,OUT046
FDR10,2789,OUT046
FDK57,1628,OUT017
FDR02,2737,OUT027
FDX49,4318,OUT046
FDQ20,656,OUT046
DRK23,4517,OUT045
NCW06,2695,OUT046
FDR31,2597,OUT017
NCE43,2870,OUT013
DRO59,2837,OUT027
FDN09,3972,OUT049
FDR11,2577,OUT046
FDO57,3094,OUT013
NCX18,2914,OUT017
FDB05,2985,OUT018
FDQ08,615,OUT018
NCG43,1961,OUT035
FDJ56,1676,OUT013
FDA13,-100,OUT010
FDO56,1645,OUT017
FDB37,3682,OUT018
FDZ02,1303,OUT018
FDQ24,3806,OUT046
FDM16,1551,OUT013
FDU35,1696,OUT049
FDT35,3039,OUT035
NCX30,4393,OUT049
FDG04,2781,OUT017
FDI12,1640,OUT035
FDE35,875,OUT035
NCP14,2821,OUT027
NCY53,1787,OUT045
FDP49,790,OUT017
FDQ04,627,OUT017
FDM39,2603,OUT035
FDO58,469,OUT019
FDC56,1805,OUT017
NCQ54,3018,OUT046
FDV10,1537,OUT027
NCK17,632,OUT046
NCF55,1504,OUT027
FDV33,3778,OUT013
NCH29,455,OUT019
FDA37,2731,OUT027
FDH46,1345,OUT018
FDS25,1838,OUT035
FDH04,2671,OUT027
FDX52,2784,OUT046
NCD42,758,OUT017
FDW47,1782,OUT017
FDL25,3088,OUT027
NCJ06,249,OUT010
FDY09,3018,OUT013
FDS40,709,OUT046
FDH41,3991,OUT017
FDG38,1753,OUT035
FDU03,4561,OUT027
FDV20,1788,OUT046
DRB13,2576,OUT045
NCQ30,1574,OUT013
NCH06,3766,OUT013
FDU50,1459,OUT018
NCO42,451,OUT019
FDW09,1530,OUT018
FDH04,1767,OUT013
FDC21,1653,OUT045
FDL21,898,OUT049
FDM46,16,OUT010
FDT22,-55,OUT019
FDB28,2739,OUT035
FDI12,1392,OUT018
FDA28,1480,OUT045
FDF59,1577,OUT013
FDM45,2852,OUT027
FDQ56,1653,OUT017
FDR46,2921,OUT049
FDT01,3952,OUT013
FDD16,2672,OUT027
NCU30,543,OUT010
FDM40,240,OUT010
FDI56,1694,OUT035
NCS30,1874,OUT013
FDU08,1991,OUT017
FDX51,4561,OUT027
FDA43,2783,OUT045
FDX59,-139,OUT010
FDC37,1229,OUT018
FDP58,3564,OUT013
NCY42,2617,OUT035
FDF21,2948,OUT018
FDU10,1537,OUT027
DRL47,1602,OUT018
FDA58,2863,OUT018
FDJ22,2606,OUT049
FDK50,2628,OUT046
FDO38,1487,OUT035
DRF60,4433,OUT035
NCZ42,609,OUT019
FDD35,1695,OUT049
FDL25,1146,OUT045
FDJ16,786,OUT013
DRK59,3578,OUT049
FDI50,3970,OUT046
NCB19,1639,OUT045
DRI37,788,OUT035
FDA14,4488,OUT027
FDC08,3480,OUT018
FDS45,2089,OUT046
FDI21,1148,OUT049
DRJ47,2685,OUT035
DRE37,4490,OUT027
FDT55,2603,OUT018
NCG42,2821,OUT027
FDA31,2744,OUT049
NCW42,3492,OUT046
FDF50,3158,OUT017
FDK56,2873,OUT049
FDX10,737,OUT035
NCK07,4401,OUT027
FDZ49,3840,OUT017
FDR33,1695,OUT013
FDO44,1453,OUT018
FDA20,2937,OUT046
NCL30,1690,OUT045
FDI05,202,OUT019
FDQ12,3248,OUT018
FDH47,1646,OUT017
FDH34,2549,OUT018
FDF29,1762,OUT046
FDG40,455,OUT018
NCE18,3945,OUT017
FDP21,304,OUT010
FDY50,1595,OUT013
FDB36,2105,OUT049
NCZ29,1782,OUT049
FDU20,1580,OUT018
FDO56,1386,OUT013
FDW31,2955,OUT049
DRH59,1862,OUT013
NCB30,3031,OUT017
FDK43,2775,OUT027
FDW43,3716,OUT045
NCL19,2922,OUT017
FDJ27,1749,OUT046
FDC45,2667,OUT046
FDY40,793,OUT035
NCM41,1831,OUT035
NCK18,451,OUT019
FDP37,2090,OUT049
FDA27,5946,OUT027
NCX30,4380,OUT035
FDR09,3661,OUT017
FDG08,4736,OUT027
NCU30,2534,OUT013
FDB16,1432,OUT017
FDM16,1645,OUT017
FDC48,1715,OUT013
NCF18,2415,OUT046
FDU46,1620,OUT018
FDH41,3372,OUT018
NCN42,606,OUT010
FDU49,1595,OUT046
FDB20,2951,OUT027
FDG50,261,OUT019
FDW20,1362,OUT045
NCO55,1708,OUT049
FDX48,2636,OUT046
FDU48,1864,OUT046
FDR48,375,OUT019
FDK27,1397,OUT013
FDT35,2755,OUT013
FDN12,1770,OUT049
NCE31,-77,OUT019
FDL21,944,OUT017
FDV56,1728,OUT017
FDR16,4795,OUT017
NCP41,1621,OUT049
FDJ27,1667,OUT013
FDA07,1923,OUT017
FDK55,1630,OUT049
FDM33,3861,OUT049
FDY46,2393,OUT046
FDD36,1595,OUT046
FDB12,2616,OUT027
FDF28,202,OUT019
NCE07,451,OUT019
FDW50,4488,OUT027
NCW18,3974,OUT017
NCJ17,455,OUT019
DRZ24,538,OUT010
FDS07,1815,OUT035
NCW05,660,OUT010
FDZ22,1386,OUT018
FDK02,1664,OUT046
FDZ45,4531,OUT027
FDL25,1514,OUT046
FDS08,1943,OUT045
NCZ42,5777,OUT027
FDX57,1752,OUT035
FDF21,3049,OUT046
FDJ56,1535,OUT018
FDX10,968,OUT013
DRG48,2240,OUT035
DRN37,2644,OUT046
NCY41,598,OUT018
FDN28,1615,OUT045
FDE34,2645,OUT045
FDR10,2789,OUT045
FDC32,1548,OUT017
DRG13,2593,OUT046
FDP59,1314,OUT049
NCT53,229,OUT010
FDL57,5947,OUT027
FDN32,493,OUT010
FDK09,2744,OUT018
FDA52,368,OUT010
FDC57,2759,OUT049
FDI09,4309,OUT035
NCB07,2549,OUT046
FDP26,1668,OUT035
FDP40,2671,OUT027
FDL15,2523,OUT013
FDV07,1692,OUT046
FDS03,925,OUT017
FDE50,2892,OUT049
FDQ15,1891,OUT017
FDQ33,544,OUT010
FDT22,793,OUT013
DRO35,1857,OUT035
FDJ41,4159,OUT049
FDQ27,2288,OUT035
FDC26,1636,OUT017
NCF43,4524,OUT027
NCR50,3189,OUT035
FDE39,1458,OUT018
FDN49,1850,OUT027
DRG11,1610,OUT035
NCA18,1871,OUT049
FDM36,2136,OUT018
FDW32,1564,OUT017
NCQ18,395,OUT010
FDX14,2737,OUT027
FDD46,2577,OUT017
FDI34,653,OUT019
NCJ17,1983,OUT035
FDB52,3960,OUT035
FDV55,2492,OUT018
FDC57,2556,OUT046
FDB29,1742,OUT046
NCO43,1916,OUT035
FDG44,710,OUT045
FDJ34,1428,OUT045
FDH40,1544,OUT049
NCD07,2821,OUT027
FDB41,934,OUT017
FDH47,1335,OUT018
DRK37,4616,OUT035
FDM25,603,OUT019
NCX06,2806,OUT045
NCS05,1825,OUT017
FDS39,2585,OUT045
FDC47,5925,OUT027
FDG20,2716,OUT013
DRL23,1613,OUT017
FDY33,2754,OUT013
NCH18,3609,OUT045
FDX47,2584,OUT035
NCB06,2663,OUT045
FDP36,905,OUT049
FDW44,2563,OUT018
NCU41,2756,OUT018
NCS17,1879,OUT046
FDD46,2634,OUT035
FDE45,2988,OUT017
FDI09,3579,OUT017
NCJ54,747,OUT010
NCA29,2538,OUT018
NCN41,2765,OUT027
FDY34,2802,OUT035
NCG55,1866,OUT035
DRM49,1033,OUT046
NCB42,1576,OUT049
FDE58,1587,OUT045
DRJ25,1023,OUT013
FDS47,312,OUT010
FDY21,3335,OUT049
NCI54,1772,OUT013
FDO24,2665,OUT017
FDY43,2895,OUT035
FDF35,1510,OUT018
NCP29,62,OUT019
FDN28,2671,OUT027
FDJ50,498,OUT018
FDQ14,4488,OUT027
FDC37,1641,OUT035
FDN08,1784,OUT046
FDD04,2882,OUT035
FDW34,2949,OUT018
FDP04,823,OUT017
NCG07,2951,OUT017
NCN14,2438,OUT018
FDJ16,605,OUT045
NCM42,1797,OUT045
NCF19,802,OUT046
FDY21,2920,OUT018
FDY19,1945,OUT035
FDV09,2795,OUT045
FDA28,1586,OUT013
FDC38,1361,OUT018
FDL28,3930,OUT045
NCH43,3357,OUT049
NCN53,697,OUT045
NCW05,2195,OUT017
NCO30,2511,OUT018
FDT04,-163,OUT019
FDB27,2636,OUT018
NCK07,2594,OUT013
NCA53,933,OUT013
FDB33,2492,OUT018
FDU37,1691,OUT017
FDR13,1876,OUT035
FDE45,2976,OUT049
FDV37,2909,OUT017
FDX44,325,OUT019
NCL06,3968,OUT017
FDJ28,2678,OUT045
FDX55,4065,OUT049
NCK17,599,OUT018
FDH52,766,OUT035
FDN13,3322,OUT027
FDK44,2411,OUT018
FDU16,1587,OUT046
FDZ07,984,OUT017
NCN06,4524,OUT027
FDH02,250,OUT010
NCW18,3735,OUT045
FDH57,1546,OUT013
FDV35,2809,OUT045
NCU29,2813,OUT013
NCP02,838,OUT046
FDN44,2852,OUT013
FDX03,483,OUT018
FDR11,304,OUT010
FDA36,2834,OUT046
FDP58,5925,OUT027
FDH31,1613,OUT045
FDH34,2866,OUT035
FDS13,3748,OUT035
FDT01,3342,OUT018
FDY09,2990,OUT049
FDV33,5947,OUT027
NCW29,289,OUT010
NCN17,1534,OUT045
FDX01,1517,OUT046
FDL03,2646,OUT049
DRL59,925,OUT049
DRM11,5556,OUT027
FDA43,2914,OUT049
FDZ56,430,OUT010
FDI44,1390,OUT018
FDB50,1685,OUT013
FDU15,-62,OUT019
NCJ19,-192,OUT019
FDD48,1683,OUT013
NCW42,3841,OUT035
FDL24,3257,OUT017
NCB30,3078,OUT013
FDK25,3243,OUT013
FDW28,2814,OUT049
FDD47,3910,OUT017
FDK16,204,OUT019
FDW37,1571,OUT046
FDA48,3979,OUT035
FDA14,2846,OUT017
FDV15,1865,OUT013
FDN22,3989,OUT049
NCD55,787,OUT045
FDY43,3003,OUT013
NCU05,1588,OUT017
FDF10,2768,OUT035
FDR39,2902,OUT018
FDG40,761,OUT013
FDZ28,202,OUT019
FDE02,1541,OUT045
FDU60,3008,OUT049
FDM21,3564,OUT013
FDV52,202,OUT019
NCW06,2725,OUT013
FDX36,4058,OUT035
FDT35,4440,OUT027
NCL19,487,OUT010
NCD31,2888,OUT046
FDE53,204,OUT019
FDW58,393,OUT019
DRF48,2322,OUT046
FDW57,2919,OUT035
DRH13,1605,OUT017
FDT33,2448,OUT013
DRK47,5556,OUT027
FDY22,403,OUT010
FDC35,220,OUT019
FDO03,4104,OUT013
FDF24,1537,OUT045
FDF56,2623,OUT018
FDD28,637,OUT013
FDG53,4427,OUT027
FDO27,286,OUT019
NCF54,2501,OUT018
FDC20,1724,OUT027
FDU10,556,OUT046
DRA24,2512,OUT018
FDA02,492,OUT010
FDG10,810,OUT017
FDW39,366,OUT010
FDP04,-163,OUT019
NCM55,2863,OUT013
FDG47,3691,OUT045
NCU41,3096,OUT017
NCK31,933,OUT017
FDZ46,1481,OUT045
FDU13,4483,OUT027
NCF19,789,OUT045
NCJ43,2730,OUT013
NCJ05,2531,OUT045
FDS04,4462,OUT027
FDX28,249,OUT010
FDB41,1438,OUT027
FDG53,2656,OUT046
FDL15,313,OUT010
FDQ08,924,OUT049
DRN36,1609,OUT013
FDI46,3809,OUT013
FDG16,5987,OUT027
FDV32,877,OUT013
FDF44,761,OUT010
FDK04,325,OUT018
NCA41,2712,OUT013
FDD51,796,OUT017
NCZ53,2527,OUT045
FDP01,5160,OUT027
FDY25,3040,OUT049
FDB17,2403,OUT018
NCV54,1615,OUT018
FDJ32,883,OUT017
FDA37,1818,OUT049
FDG35,4085,OUT035
NCM05,3424,OUT018
FDG45,4284,OUT046
FDH28,728,OUT013
NCE18,3919,OUT049
FDH38,1745,OUT045
FDR56,2716,OUT013
FDH17,2671,OUT027
FDD39,4462,OUT049
FDB41,880,OUT049
NCR53,4069,OUT046
FDX46,925,OUT017
FDV28,793,OUT049
FDA08,2263,OUT018
FDH45,984,OUT017
NCS38,282,OUT010
FDD40,667,OUT010
DRM59,2306,OUT035
NCJ43,2412,OUT018
NCN29,751,OUT013
NCC19,2670,OUT045
FDR56,2807,OUT035
FDZ43,3903,OUT049
FDJ32,-35,OUT010
DRH03,1588,OUT017
NCZ54,3087,OUT035
FDE26,2805,OUT017
FDS03,782,OUT045
DRZ24,178,OUT019
FDO48,5933,OUT027
FDW39,2728,OUT049
NCK05,831,OUT049
NCK30,3968,OUT017
FDT27,3421,OUT018
FDS08,398,OUT019
NCJ19,850,OUT049
FDC58,597,OUT045
DRE37,2755,OUT013
FDW02,2572,OUT035
FDJ02,262,OUT010
FDX09,2662,OUT045
FDT31,576,OUT010
FDI24,3180,OUT049
FDY09,2858,OUT045
FDV28,654,OUT045
DRM47,2997,OUT049
FDT52,658,OUT019
FDI48,196,OUT018
FDY55,4613,OUT017
FDU48,1836,OUT013
FDN25,596,OUT045
FDP20,1550,OUT049
FDJ15,2889,OUT013
FDD04,2460,OUT018
FDY58,3642,OUT045
FDR37,2498,OUT018
FDF44,1701,OUT013
FDD32,1708,OUT045
FDR57,2251,OUT017
DRG39,1476,OUT027
FDX15,2694,OUT017
DRN37,2679,OUT045
FDW40,4462,OUT027
FDB32,1690,OUT049
FDM40,2330,OUT018
FDE39,2737,OUT027
DRH49,1676,OUT017
FDT46,926,OUT049
NCF06,3459,OUT035
FDP07,2782,OUT017
FDC04,3891,OUT013
FDZ32,1895,OUT017
FDD50,2745,OUT045
FDU56,2895,OUT017
FDV34,1649,OUT017
NCY41,833,OUT013
NCK18,2756,OUT046
DRH25,820,OUT049
FDT57,3590,OUT046
FDV56,1409,OUT018
FDV12,1576,OUT045
FDN52,1491,OUT017
FDX38,850,OUT035
FDE47,1482,OUT018
NCO07,3747,OUT013
FDV09,4531,OUT027
FDZ23,444,OUT019
DRH51,1426,OUT018
NCY54,2597,OUT045
DRG49,4116,OUT013
NCC19,3014,OUT049
NCV53,4475,OUT045
FDZ47,259,OUT019
NCO26,1669,OUT018
NCP02,620,OUT045
NCW30,2412,OUT018
NCN55,3886,OUT046
FDB20,340,OUT010
DRL11,2744,OUT013
DRD60,2732,OUT045
FDW14,334,OUT010
FDL27,-129,OUT010
FDU09,638,OUT018
DRH36,2691,OUT027
FDP34,4531,OUT027
FDE04,3125,OUT017
FDZ57,2852,OUT027
FDF02,206,OUT010
FDG28,3802,OUT045
NCI31,616,OUT046
FDT43,723,OUT013
FDU20,1649,OUT046
FDD53,694,OUT013
FDW15,2775,OUT045
NCT53,2531,OUT045
NCG55,2821,OUT027
FDD48,1817,OUT035
FDG47,3825,OUT049
FDI21,1046,OUT017
FDT27,4137,OUT017
DRO35,1859,OUT013
FDD33,4096,OUT017
FDC04,4025,OUT035
FDY34,2645,OUT013
DRJ49,1762,OUT049
FDE05,2702,OUT049
FDU31,4070,OUT017
NCN19,4401,OUT027
FDK56,4701,OUT027
FDK58,1793,OUT017
NCJ42,2043,OUT035
FDZ34,4786,OUT027
FDA52,2361,OUT018
NCR29,741,OUT013
FDT48,3580,OUT035
DRJ51,603,OUT019
NCS54,2829,OUT046
FDV01,2819,OUT035
DRG51,4488,OUT027
NCG42,1691,OUT013
FDA51,1884,OUT049
FDV19,624,OUT010
NCT18,2907,OUT045
NCS41,2560,OUT045
FDO03,3903,OUT046
FDL12,-21,OUT010
FDY37,438,OUT010
FDI58,1739,OUT049
FDT28,2403,OUT018
NCC42,435,OUT010
FDO01,1586,OUT017
FDJ02,2578,OUT013
FDQ04,636,OUT018
DRL47,1764,OUT013
FDZ32,1959,OUT035
FDC35,3412,OUT035
FDX14,1567,OUT045
FDZ35,1576,OUT013
FDL14,2608,OUT013
FDO04,691,OUT049
DRK11,2257,OUT017
FDB44,2954,OUT018
FDZ50,2885,OUT049
FDI12,2616,OUT027
FDU43,4167,OUT017
FDD58,155,OUT010
FDB27,2912,OUT017
FDB04,1351,OUT018
NCO17,1722,OUT013
FDL12,878,OUT017
DRJ13,2852,OUT049
FDD57,1572,OUT045
FDW19,1782,OUT035
DRD27,1369,OUT018
FDH27,4488,OUT027
NCW30,5777,OUT027
FDR40,1355,OUT018
FDG05,2337,OUT013
NCY41,62,OUT019
FDI38,3368,OUT018
FDR20,500,OUT046
FDE09,1726,OUT017
FDN50,260,OUT019
DRF27,2611,OUT045
DRF51,891,OUT013
NCO02,-192,OUT019
FDB51,1476,OUT027
FDJ50,725,OUT013
FDN52,1407,OUT013
FDX14,1689,OUT013
FDT27,796,OUT019
FDV10,771,OUT013
FDU33,860,OUT046
FDU58,3002,OUT046
NCP42,4524,OUT027
FDL51,5946,OUT027
DRH15,1476,OUT027
FDU16,1621,OUT017
FDW15,2918,OUT017
FDQ44,1629,OUT045
NCI06,4524,OUT027
DRK23,507,OUT019
FDC28,1621,OUT035
NCY17,62,OUT019
NCV05,2282,OUT018
FDM34,393,OUT019
DRD60,4490,OUT027
FDT38,1583,OUT046
FDQ57,2475,OUT018
FDE59,1354,OUT027
NCM43,2534,OUT046
DRI51,2765,OUT049
NCG30,1919,OUT017
NCK54,1944,OUT035
FDQ16,204,OUT019
FDI36,2800,OUT013
FDX16,4427,OUT027
FDA34,3261,OUT046
FDJ48,3661,OUT018
FDU47,2859,OUT035
FDS39,2899,OUT046
FDD11,3743,OUT046
FDM16,2671,OUT027
FDU56,2568,OUT018
FDQ32,1800,OUT017
DRK35,617,OUT013
FDA58,3774,OUT049
DRG48,368,OUT019
FDT59,693,OUT010
FDQ31,324,OUT019
FDS51,587,OUT018
FDW32,2950,OUT027
FDI15,5924,OUT027
NCV30,1036,OUT017
DRG25,2855,OUT049
FDT02,813,OUT013
FDO33,2853,OUT027
FDP38,817,OUT035
FDZ45,2976,OUT035
NCA54,4524,OUT027
FDU33,878,OUT017
FDN58,4141,OUT017
FDI05,1453,OUT045
FDM57,392,OUT019
NCS42,2821,OUT027
FDB57,3844,OUT045
FDC03,2784,OUT045
FDZ58,1749,OUT013
NCK29,1805,OUT045
NCR53,3863,OUT045
FDE26,4483,OUT027
FDU52,2806,OUT049
FDE41,2671,OUT027
FDU38,2591,OUT018
FDA52,2748,OUT017
FDW46,854,OUT046
DRI59,4112,OUT035
FDT38,1737,OUT035
FDL33,2506,OUT018
FDQ01,5942,OUT027
FDJ08,2418,OUT046
FDQ47,900,OUT049
NCZ18,3924,OUT013
FDE29,691,OUT017
FDF10,4565,OUT027
FDC48,1657,OUT049
FDY58,3751,OUT013
NCX30,1221,OUT010
FDV11,2613,OUT013
FDT46,873,OUT046
DRD01,-129,OUT019
FDQ11,4293,OUT013
NCM41,1633,OUT017
NCC55,755,OUT013
FDG45,6473,OUT027
NCQ54,3152,OUT049
FDM34,1603,OUT045
FDD17,636,OUT019
FDN38,5942,OUT027
FDB53,2427,OUT018
NCL06,3976,OUT035
NCV18,335,OUT019
FDX25,2764,OUT013
FDB39,738,OUT046
FDC33,2872,OUT049
NCO14,646,OUT018
FDA58,5925,OUT027
NCQ02,2925,OUT017
NCR53,4102,OUT017
FDN52,1401,OUT046
FDG26,3898,OUT046
FDE23,1377,OUT027
DRI37,753,OUT013
DRH37,2543,OUT018
FDO01,1786,OUT035
FDK45,1275,OUT049
FDP23,3808,OUT049
FDM33,4087,OUT035
FDD36,1578,OUT017
FDL56,1735,OUT017
FDT27,1014,OUT010
FDG52,788,OUT017
NCL42,3964,OUT035
DRJ24,2720,OUT046
FDV38,649,OUT046
FDT35,2805,OUT045
FDY51,3835,OUT045
FDC37,1588,OUT017
NCP43,2478,OUT013
FDO33,1827,OUT045
FDW04,1292,OUT018
NCC31,2656,OUT046
FDK22,3860,OUT049
FDJ50,783,OUT017
FDV13,1471,OUT017
DRL60,2673,OUT017
FDW03,1984,OUT017
FDY27,2526,OUT035
FDB39,1476,OUT027
FDU59,2350,OUT045
FDZ57,1674,OUT049
FDO21,3811,OUT049
FDS43,2261,OUT018
FDU28,351,OUT010
FDC51,254,OUT010
FDW16,110,OUT010
FDP32,145,OUT010
FDB60,375,OUT019
NCQ30,1595,OUT046
FDD26,2968,OUT049
FDI44,1564,OUT045
DRH23,960,OUT046
FDO44,1727,OUT046
FDG04,2727,OUT046
FDM32,2951,OUT027
FDM09,2401,OUT013
FDZ47,1389,OUT013
FDM40,4427,OUT027
FDY48,1576,OUT017
NCM30,766,OUT045
FDX36,699,OUT010
DRF03,871,OUT017
FDN51,3954,OUT049
FDM57,1539,OUT049
FDB35,1627,OUT049
FDY13,2732,OUT027
FDA37,1874,OUT017
NCX53,2978,OUT017
FDD59,1372,OUT018
FDX10,-33,OUT019
FDC03,2602,OUT018
FDW43,3904,OUT035
FDW10,2840,OUT046
FDY14,5924,OUT027
FDV43,721,OUT045
FDO40,2646,OUT013
FDP46,2853,OUT027
NCE43,451,OUT019
FDD05,1860,OUT035
FDJ60,408,OUT010
DRE27,1158,OUT018
FDO11,5129,OUT035
DRG11,2837,OUT027
FDK33,673,OUT010
DRM23,2597,OUT045
